;ITALIAN
gui/menu/research/description/mech_upgrade_pistons_and_engine_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sensors_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sensors_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sensors_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sensors_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sonic_sensors_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sonic_sensors_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sonic_sensors_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_sonic_sensors_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_tools_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_tools_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_tools_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_tools_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_weapons_corrosive_gun_advanced;Un set di potenziamenti per la Corrosive Gun, che ne aumenta l'efficacia sul campo di battaglia. La formula migliorata contiene una concentrazione maggiore di acido fluoroantimonico, che si traduce in una velocità di combustione molto più rapida a contatto con la materia organica. Spazio aggiuntivo per modifiche disponibile.
gui/menu/research/description/mech_weapons_corrosive_gun_extreme;Un set di potenziamenti per la Corrosive Gun, che ne aumenta l'efficacia sul campo di battaglia. La formula migliorata contiene una concentrazione maggiore di acido fluoroantimonico, che si traduce in una velocità di combustione molto più rapida a contatto con la materia organica. Spazio aggiuntivo per modifiche disponibile.
gui/menu/research/description/mech_weapons_corrosive_gun_standard;Quest'arma usa piccole porzioni di una sostanza appiccicosa contenente acido fluoroantimonico come proiettili. L'acido infligge danni all'impatto e lascia una pozza di acido sul terreno. Inoltre, la Corrosive Gun può aiutare il Riftbreaker a rimuovere oggetti di grandi dimensioni dissolvendoli.
gui/menu/research/description/mech_weapons_corrosive_gun_superior;Un set di potenziamenti per la Corrosive Gun, che ne aumenta l'efficacia sul campo di battaglia. La formula migliorata contiene una concentrazione maggiore di acido fluoroantimonico, che si traduce in una velocità di combustione molto più rapida a contatto con la materia organica. Spazio aggiuntivo per modifiche disponibile.
gui/menu/research/description/mech_weapons_cryogenic_atomizer_advanced;Progetti per una versione migliorata del Cryogenic Atomizer. L'ugello riprogettato e la formula del carburante più concentrata aumentano significativamente le proprietà di congelamento di quest'arma. Questi progetti consentono inoltre all'utente di potenziare ulteriormente l'arma con le mod.
gui/menu/research/description/mech_weapons_cryogenic_atomizer_extreme;Progetti per una versione migliorata del Cryogenic Atomizer. L'ugello riprogettato e la formula del carburante più concentrata aumentano significativamente le proprietà di congelamento di quest'arma. Questi progetti consentono inoltre all'utente di potenziare ulteriormente l'arma con le mod.
gui/menu/research/description/mech_weapons_cryogenic_atomizer_standard;Arma fluida a corto raggio che raffredda istantaneamente l'area circostante, infliggendo danni alla materia organica e rallentando il movimento del bersaglio. Questo effetto è stato reso possibile dall'ampia ricerca dell'Area Vulcanica di Galatea 37 e delle sue esclusive Piante Criogeniche.
gui/menu/research/description/mech_weapons_cryogenic_atomizer_superior;Progetti per una versione migliorata del Cryogenic Atomizer. L'ugello riprogettato e la formula del carburante più concentrata aumentano significativamente le proprietà di congelamento di quest'arma. Questi progetti consentono inoltre all'utente di potenziare ulteriormente l'arma con le mod.
gui/menu/research/description/mech_weapons_energy_advanced;Un potenziamento della tecnologia delle armi energetiche, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_energy_extreme;Un potenziamento della tecnologia delle armi energetiche, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_energy_standard;La ricerca su questa tecnologia consentirà all'Armory di produrre celle energetiche portatili che possono essere utilizzate come munizioni per armi basate sull'energia. Sono inclusi i progetti base delle armi.
gui/menu/research/description/mech_weapons_energy_superior;Un potenziamento della tecnologia delle armi energetiche, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_explosive_advanced;Un potenziamento della tecnologia delle armi esplosive, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_explosive_extreme;Un potenziamento della tecnologia delle armi esplosive, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_explosive_standard;Fornisce all'Armeria la capacità di produrre munizioni esplosive che possono essere utilizzate in una vasta gamma di armi. Concede all'utente la capacità di creare armi di base utilizzando munizioni esplosive.
gui/menu/research/description/mech_weapons_explosive_superior;Un potenziamento della tecnologia delle armi esplosive, che consente ai Riftbreaker di creare armi più potenti e con maggiori possibilità di modifica.
gui/menu/research/description/mech_weapons_hammer_advanced;Progetti per una versione migliorata del martello da battaglia per la Mecha-Suit. Materiali più avanzati utilizzati per la fabbricazione danno luogo a capacità molto migliori. Moddabile.
