;ITALIAN
DIALOG/story/headquarters/ashley_cobalt_mining_outpost_02;Ottimo, si trova addirittura nella zona tropicale, quindi dovrebbe essere più ospitale delle altre zone del pianeta che abbiamo visitato. Andiamoci il prima possibile.
DIALOG/story/headquarters/ashley_comm_hub_01;È un peccato che non possiamo caricare nulla sulla Terra. Ci sono così tanti dati da raccogliere qui. Non vedo l'ora di iniziare a raccogliere campioni di ricerca.
DIALOG/story/headquarters/ashley_ending_stay_01;Ho scelto un obiettivo diverso.
DIALOG/story/headquarters/ashley_ending_stay_02;Voglio costruire una nuova casa per l'umanità su questo pianeta e non voglio che venga sfruttato, distrutto e depredato prima ancora che ci sia la possibilità di creare una colonia civile autosostenibile.
DIALOG/story/headquarters/ashley_ending_stay_03;Hai visto quell'ondata di attacco finale. Tutte queste specie provenienti da diverse parti del pianeta stavano lavorando insieme contro di noi. Se le forze di spedizione avessero attraversato quel portale, avrebbero rapidamente etichettato questo pianeta come un ambiente ostile, non adatto alla colonizzazione umana. La fauna locale è troppo aggressiva e troppo pericolosa per rischiare la coabitazione.
DIALOG/story/headquarters/ashley_ending_stay_04;Non lo so. Ma il mio dovere di scienziato è cercare di scoprire come farlo. C'è troppo in gioco per non provarci. Distruggere il portale ci ha solo fatto guadagnare un po' di tempo. Ricostruiranno il Rift Synchronisation Core e prepareranno un nuovo candidato per questa missione. Non possiamo impedire all'umanità di rivendicare Galatea, ma dobbiamo cercare di prepararla per una colonizzazione pacifica.
DIALOG/story/headquarters/ashley_ending_stay_05;Grazie, signor Riggs. Appunto preso.
DIALOG/story/headquarters/ashley_ending_stay_06;Sono lieto di averla a bordo, signor Riggs. Cominciamo a rendere la nostra presenza più rispettosa dell'ambiente. Penso che il primo passo per creare un'economia autosufficiente sia passare dall'estrazione mineraria alla coltivazione delle risorse.
DIALOG/story/headquarters/ashley_ending_stay_07;Ma non è tutto. Se vogliamo imparare a vivere vicino a queste creature, dobbiamo studiarle. Dobbiamo raccogliere campioni di ricerca per tutte le specie che abbiamo incontrato qui.
DIALOG/story/headquarters/ashley_ending_stay_08;La più lunga, signor Riggs. La più lunga.
DIALOG/story/headquarters/ashley_orbital_scanner_01;Non abbiamo gli schemi necessari per costruire uno scanner orbitale. Dobbiamo scaricare la tecnologia di scansione orbitale tramite il Communications Hub.
DIALOG/story/headquarters/ashley_orbital_scanner_02;Bene, sembra che ci manchi un altro pezzo di tecnologia. Questo elemento non è facile da trovare, quindi dovremo scaricare la tecnologia Cobalt Handling e cercarla con un Geoscanner.
DIALOG/story/headquarters/ashley_orbital_scanner_03;Non è poi così vicino, in realtà. Dovremmo creare un equipaggiamento migliore prima di provare ad avventurarci così lontano.
DIALOG/story/headquarters/ashley_orbital_scanner_04;Sembra che sarà molto utile. Potremmo almeno scansionare l'area attorno alla nostra base con esso. Chissà cosa si nasconde sotto i nostri piedi.
DIALOG/story/headquarters/ashley_orbital_scanner_05;Allora dovremmo assolutamente controllare la zona attorno alla nostra base...
DIALOG/story/headquarters/ashley_return_from_mission_01;È bello essere di nuovo al quartier generale. Mi sento molto più sicuro qui.
DIALOG/story/headquarters/ashley_return_from_mission_02;Ok, signor Riggs. Controlliamo se la nostra base è intatta dopo la nostra assenza, e poi possiamo tornare a esplorare gli altri biomi.
DIALOG/story/headquarters/ashley_rift_jump_galatea_01;Benvenuto a Galatea 37, signor Riggs. È così bello qui. Le simulazioni virtuali sulla Terra erano buone, ma questo è incredibile. Un paradiso tropicale alieno... e siamo i primi umani a sperimentarlo.
DIALOG/story/headquarters/ashley_rift_jump_galatea_02;Potresti almeno fingere di essere umano, solo un po'. Ma hai ragione. Non si torna a casa finché non riusciremo a costruire una stazione Rift funzionante. Cominciamo dalle basi.
DIALOG/story/headquarters/ashley_rift_station_base_01;È vero. È un edificio enorme con più componenti e connessioni di tubazioni per il combustibile al plasma e il refrigerante. Sarà la struttura centrale della nostra base, con più edifici di supporto, quindi dovremmo pianificare molto spazio libero attorno ad essa. Cominciamo posizionando le fondamenta.
DIALOG/story/headquarters/ashley_rift_station_base_02;La Rift Station ha tre componenti principali che richiedono molte risorse rare per essere costruite: il Fusion Field Accelerator richiede Uranio arricchito, l'Hyper Particle Condenser richiede Palladio e il Quantum Gate Stabilizer, che richiede Titanio. Non abbiamo trovato tracce di questi elementi vicino alla nostra base.
DIALOG/story/headquarters/ashley_rift_station_base_03;Ci vorrà un po' di tempo. Concentriamoci su altri compiti.
DIALOG/story/headquarters/ashley_rift_station_base_04;Ottimo, siamo un passo più vicini a rendere operativa la Rift Station.
DIALOG/story/headquarters/ashley_rift_station_base_05;Ok, dovremo aspettare un po' di tempo perché la costruzione finisca. Questo è un macchinario molto complesso.
DIALOG/story/headquarters/ashley_rift_station_base_06;Finalmente! È una pietra miliare importante verso la creazione di una connessione stabile con la Terra.
DIALOG/story/headquarters/ashley_rift_station_base_07;Non possiamo affrettare questo edificio. Non vorrei essere disturbato camminando attraverso un portale di spaccatura instabile...
DIALOG/story/headquarters/ashley_rift_station_base_08;No, credo che nessuno lo vorrebbe.
DIALOG/story/headquarters/ashley_rift_station_base_09;Sì, doveva essere così. Immagino che non l'abbiano programmato per te...
DIALOG/story/headquarters/ashley_rift_station_base_10;Ottima notizia, non è stato facile raccogliere tutto quel titanio per costruirlo.
DIALOG/story/headquarters/ashley_rift_station_base_started_01;A volte parli un po' come il colonnello Norstrom, lo sai?
DIALOG/story/headquarters/ashley_rift_station_base_started_03;Oh, per favore, signor Riggs. Questo è esattamente ciò che volevo sentire dopo aver viaggiato per metà della galassia.
DIALOG/story/headquarters/ashley_rift_station_base_started_04;Ok, è un bel discorso. Sembra molto edificante. Tuttavia, credo che non abbiano letto abbastanza bene la mia biografia.
DIALOG/story/headquarters/ashley_rift_station_base_started_05;La parte del sacrificio.
DIALOG/story/headquarters/ashley_rift_station_base_started_06;Sì. Questo e un paio di altre cose...
DIALOG/story/headquarters/ashley_rift_station_base_started_07;Basta con il colonnello Norstrom. Saltiamo il pathos militare e atteniamoci alla tua programmazione originale. Abbiamo un pianeta da esplorare.
DIALOG/story/headquarters/ashley_rift_station_fail_01;Oh no! Il portale è crollato. L'intera procedura è stata interrotta.
DIALOG/story/headquarters/ashley_rift_station_open_01;Ce l'abbiamo fatta. È difficile credere che questo momento sia finalmente arrivato.
DIALOG/story/headquarters/ashley_rift_station_open_02;C'è così tanta vita diversificata su questo pianeta. Siamo qui da così tanto tempo, ma abbiamo studiato abbastanza l'ecosistema per iniziare a colonizzare il pianeta?
DIALOG/story/headquarters/ashley_rift_station_open_03;Devo ammettere che a volte ho pensato che non saremmo tornati a casa. Eppure, è così. La nostra avventura su questo pianeta è finita. Possiamo tornare indietro attraverso il portale.
DIALOG/story/headquarters/ashley_rift_station_open_04;No, signor Riggs. Non siamo pronti per questo. Non siamo pronti a permettere alla nostra civiltà di entrare su questo pianeta.
DIALOG/story/headquarters/ashley_rift_station_power_up_01;Ok, signor Riggs. Ci serviranno tre ingredienti principali per alimentare il portale: una carica di partenza che darà inizio alla sequenza, un flusso stabile di plasma sovralimentato per il portale di frattura e refrigerante per stabilizzare la stazione durante il processo. Non dovrebbe essere così difficile con l'infrastruttura che abbiamo già in atto.
DIALOG/story/headquarters/ashley_rift_station_power_up_02;Oh no. <sigh> Avremmo dovuto aspettarcelo. Il campo magnetico di questo pianeta non si comporta in modo normale. Non saremo in grado di lasciare il pianeta se non stabilizziamo il campo magnetico attorno alla Stazione Rift.
DIALOG/story/headquarters/ashley_rift_station_power_up_03;Sì, possiamo farlo, ma questo complica notevolmente il processo. Gli stabilizzatori magnetici richiedono molte risorse per essere costruiti, usano molta energia, hanno bisogno di raffreddamento e dovremo posizionarli attorno al portale, ma non troppo vicini l'uno all'altro.
DIALOG/story/headquarters/ashley_rift_station_power_up_04;Potremmo anche dover riorganizzare gli edifici attorno alla Rift Station per rendere tutto questo possibile. Bene, come qualcuno ha detto una volta, non lo stiamo facendo perché è facile, ma perché è difficile. Mettiamoci al lavoro allora...
DIALOG/story/headquarters/ashley_rift_station_power_up_05;Ottimo. Possiamo procedere con il resto dei preparativi.
DIALOG/story/headquarters/ashley_rift_station_ready_01;Non è stato facile, ma ci siamo. È difficile credere che ci stiamo finalmente avvicinando al momento di alimentare la spaccatura.
DIALOG/story/headquarters/ashley_rift_station_ready_02;Dovremmo accumulare riserve aggiuntive di plasma sovralimentato e refrigerante in depositi liquidi. Se la sequenza di accensione della Rift Station viene interrotta, dovremo raffreddare la stazione e riavviare l'intero processo.
DIALOG/story/headquarters/ashley_rift_station_ready_03;Questa sarà la nostra battaglia finale su Galatea 37. Assicuriamoci di essere pronti prima di premere il pulsante.
DIALOG/story/headquarters/ashley_rift_station_start_01;La sequenza di accensione sta creando onde sismiche. Sento il terreno tremare. Il meteo sta impazzendo. Sembra che l'intero pianeta stia impazzendo.
DIALOG/story/headquarters/ashley_rift_station_start_02;La mia mano trema. Non so se sono più stressata per la battaglia o per l'apertura della connessione con la Terra. Siamo qui da così tanto tempo... ogni giorno combattiamo per la sopravvivenza. Siamo preparati per la battaglia. So che lo siamo.
DIALOG/story/headquarters/ashley_upgrade_hq_l2_01;Non possiamo salvare questo mondo se gli permettiamo di ucciderci, ehi signor Brontolone?
DIALOG/story/headquarters/ashley_upgrade_hq_l2_02;Ahah, spero che non ti sia offeso, vero?
DIALOG/story/headquarters/ashley_upgrade_hq_l2_03;Dai, Riggs, non prendiamoci troppo sul serio. Ho dovuto darti un nome migliore di quello che ti chiamavano.
DIALOG/story/headquarters/ashley_upgrade_hq_l2_04;È inefficiente...
DIALOG/story/headquarters/ashley_warmup_01;Il protocollo standard consiglia di erigere muri e torri di guardia attorno alla base. Tuttavia, non mi aspetto altrettanta aggressività dalla fauna nativa come nelle simulazioni.
DIALOG/story/headquarters/ashley_warmup_02;L'ambiente nella simulazione era molto accurato, è vero, ma lo scenario è stato creato dal Riftbreaker Command. Di solito si concentrano sull'aspetto della forza bruta di queste missioni.
DIALOG/story/headquarters/ashley_warmup_03;Non ti arrendi mai, vero?
DIALOG/story/headquarters/ashley_warmup_04;Ok, signor Testardo. Immagino che non farà male predisporre delle solide difese. Per ogni evenienza.
DIALOG/story/headquarters/ashley_warmup_05;Di niente, signor Riggs.
DIALOG/story/headquarters/ashley_warmup_06;Ok, queste torri di guardia dovrebbero proteggerci, così potremo concentrarci sull'ulteriore espansione della nostra base.
DIALOG/story/headquarters/ashley_warmup_07;Immagino che tu abbia ragione a predisporre più difese. Dovremo occuparcene da soli. Ricordati di usare i kit di riparazione se necessario.
DIALOG/story/headquarters/ashley_warmup_08;Sono scettico sulla procedura designata per preparare questo pianeta alla colonizzazione. L'umanità ha perso il suo amore per la natura dopo l'eruzione di Yellowstone, ma ciò non significa che non dovremmo cercare di preservare questo ecosistema.
DIALOG/story/headquarters/ashley_warmup_09;Non è del tutto vero. Altre missioni di riftbreaking hanno già assicurato all'umanità un certo numero di pianeti ricchi di risorse. Non siamo sull'orlo dell'estinzione.
DIALOG/story/headquarters/ashley_warmup_10;So cosa bisogna fare. Non è questo il punto. Galatea deve essere preparata per la colonizzazione. Non ne dubito. Se non fossi venuto io stesso, ci sarebbe venuto qualcun altro. Credo che possiamo farlo in un modo migliore. Dobbiamo difenderci e dobbiamo assicurarci le risorse necessarie per allestire la Rift Station, ma non dobbiamo distruggere tutta la fauna selvatica che incontriamo. L'umanità non ha bisogno di un altro mondo-fabbrica spoglio. Se vogliamo progredire come specie, allora dovremmo studiare questo pianeta per imparare a fonderci con l'ambiente e preparare una casa sicura per l'umanità.
